Unranked,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species,Species Extra Info
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Epizootic hemorrhagic disease virus,Epizootic hemorrhagic disease virus (408 Strains - 1005 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Equine encephalosis virus,Equine encephalosis virus (174 Strains - 359 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Eubenangee virus,Eubenangee virus (19 Strains - 30 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Great Island virus,Great Island virus (74 Strains - 172 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Guangxi orbivirus,Guangxi orbivirus (1 Strain - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Ife virus,Ife virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Japanaut virus,Japanaut virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Kammavanpettai virus,Kammavanpettai virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Lebombo virus,Lebombo virus (1 Strain - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Letea virus,Letea virus (9 Strains - 90 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Morris orbivirus,Morris orbivirus (1 Strain - 4 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Mudumu virus,Mudumu virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Noctule bat orbivirus,Noctule bat orbivirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Orbivirus sp.,Orbivirus sp. (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Orbivirus SX-2017a,Orbivirus SX-2017a (1 Strain - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Orungo virus,Orungo virus (3 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Palyam virus,Palyam virus (112 Strains - 313 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Parry's Lagoon virus,Parry's Lagoon virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Peruvian horse sickness virus,Peruvian horse sickness virus (33 Strains - 32 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Purunga orbivirus,Purunga orbivirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Rasqueado orbivirus,Rasqueado orbivirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Skunk River virus,Skunk River virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,St Croix River virus,St Croix River virus (29 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Umatilla virus,Umatilla virus (12 Strains - 45 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Unclassified Orbivirus,Unclassified Orbivirus (150 Strains - 193 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Wad Medani virus,Wad Medani virus (8 Strains - 67 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Wallal virus,Wallal virus (21 Strains - 30 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Warrego virus,Warrego virus (14 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Wongorr virus,Wongorr virus (12 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Xinjiang tick orbivirus,Xinjiang tick orbivirus (5 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Yonaguni orbivirus,Yonaguni orbivirus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Orbivirus,Yunnan orbivirus,Yunnan orbivirus (13 Strains - 52 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Phytoreovirus,Rice dwarf virus,Rice dwarf virus (106 Strains - 61 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Phytoreovirus,Rice gall dwarf virus,Rice gall dwarf virus (60 Strains - 62 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Phytoreovirus,Unclassified Phytoreovirus,Unclassified Phytoreovirus (35 Strains - 144 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Phytoreovirus,Wound tumor virus,Wound tumor virus (19 Strains - 17 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,California sea lion rotavirus,California sea lion rotavirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Common pipistrelle bat rotavirus,Common pipistrelle bat rotavirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Human rotavirus,Human rotavirus (828 Strains - 243 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Maypo virus,Maypo virus (1 Strain - 3 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Nanhai dogfish shark rotavirus,Nanhai dogfish shark rotavirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus A,Rotavirus A (30252 Strains - 49432 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus B,Rotavirus B (865 Strains - 1088 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus C,Rotavirus C (1836 Strains - 2632 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus D,Rotavirus D (108 Strains - 41 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus F,Rotavirus F (41 Strains - 27 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus G,Rotavirus G (28 Strains - 87 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus H,Rotavirus H (230 Strains - 227 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus J,Rotavirus J (1 Strain - 22 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus K,Rotavirus K (1 Strain - 2 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus L,Rotavirus L (1 Strain - 4 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Ruddy turnstone rotavirus,Ruddy turnstone rotavirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Tasmanian devil-associated rotavirus 1,Tasmanian devil-associated rotavirus 1 (2 Strains - 2 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Tasmanian devil-associated rotavirus 2,Tasmanian devil-associated rotavirus 2 (1 Strain - 1 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Unclassified Rotavirus,Unclassified Rotavirus (486 Strains - 620 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,unclassified rotaviruses,unclassified rotaviruses (40 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,unknown,unknown (155 Strains - 12 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Wenling jack mackerels rotavirus,Wenling jack mackerels rotavirus (1 Strain - 1 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Rotavirus,Wenzhou pacific spadenose shark rotavirus,Wenzhou pacific spadenose shark rotavirus (1 Strain - 1 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Seadornavirus,Banna virus,Banna virus (80 Strains - 188 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Seadornavirus,Kadipiro virus,Kadipiro virus (7 Strains - 49 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Seadornavirus,Liao ning virus,Liao ning virus (129 Strains - 90 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Sedoreovirinae,Seadornavirus,Unclassified Seadornavirus,Unclassified Seadornavirus (2 Strains - 23 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus A,Aquareovirus A (36 Strains - 31 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus B,Aquareovirus B (21 Strains - 21 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus C,Aquareovirus C (122 Strains - 282 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus E,Aquareovirus E (22 Strains - 22 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Aquareovirus G,Aquareovirus G (5 Strains - 23 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Chinook aquareovirus,Chinook aquareovirus (1 Strain - 11 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Etheostoma fonticola aquareovirus,Etheostoma fonticola aquareovirus (1 Strain - 22 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Fall chinook aquareovirus,Fall chinook aquareovirus (1 Strain - 22 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Hirame aquareovirus,Hirame aquareovirus (1 Strain - 11 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Pangasius aquareovirus,Pangasius aquareovirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,Unclassified Aquareovirus,Unclassified Aquareovirus (2 Strains - 11 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Aquareovirus,unknown,unknown (2 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Colorado tick fever virus,Colorado tick fever virus (134 Strains - 24 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Eyach coltivirus,Eyach coltivirus (1 Strain - 12 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Eyach virus,Eyach virus (34 Strains - 29 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Kundal coltivirus,Kundal coltivirus (2 Strains - 24 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Tai Forest coltivirus,Tai Forest coltivirus (7 Strains - 5 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Coltivirus,Tarumizu coltivirus,Tarumizu coltivirus (3 Strains - 48 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Anopheles cypovirus,Anopheles cypovirus (1 Strain - 2 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 1,Cypovirus 1 (63 Strains - 101 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 14,Cypovirus 14 (42 Strains - 45 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 15,Cypovirus 15 (33 Strains - 23 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 16,Cypovirus 16 (1 Strain - 8 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 2,Cypovirus 2 (20 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 4,Cypovirus 4 (17 Strains - 16 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 5,Cypovirus 5 (23 Strains - 32 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Cypovirus 8,Cypovirus 8 (1 Strain - 1 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Daphnis nerii cypovirus,Daphnis nerii cypovirus (1 Strain - 18 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Erinnyis ello cypovirus 2,Erinnyis ello cypovirus 2 (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,Unclassified Cypovirus,Unclassified Cypovirus (76 Strains - 88 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Cypovirus,unknown,unknown (2 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Dinovernavirus,Aedes pseudoscutellaris reovirus,Aedes pseudoscutellaris reovirus (19 Strains - 27 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Dinovernavirus,Unclassified Dinovernavirus,Unclassified Dinovernavirus (10 Strains - 45 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Blackberry fijivirus B,Blackberry fijivirus B (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Erysiphe necator associated fiji-like virus 1,Erysiphe necator associated fiji-like virus 1 (1 Strain - 1 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Fiji disease virus,Fiji disease virus (47 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Fijivirus sp.,Fijivirus sp. (15 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Maize rough dwarf virus,Maize rough dwarf virus (29 Strains - 84 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Mal de Rio Cuarto virus,Mal de Rio Cuarto virus (22 Strains - 21 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Nilaparvata lugens reovirus,Nilaparvata lugens reovirus (13 Strains - 21 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Oat sterile dwarf virus,Oat sterile dwarf virus (10 Strains - 8 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Psammotettix alienus reovirus,Psammotettix alienus reovirus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Rice black streaked dwarf virus,Rice black streaked dwarf virus (691 Strains - 1003 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Fijivirus,Unclassified Fijivirus,Unclassified Fijivirus (292 Strains - 352 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Idnoreovirus,Idnoreovirus 1,Idnoreovirus 1 (14 Strains - 7 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 1,Mycoreovirus 1 (16 Strains - 22 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 2,Mycoreovirus 2 (1 Strain - 2 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Mycoreovirus,Mycoreovirus 3,Mycoreovirus 3 (31 Strains - 24 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Mycoreovirus,Sclerotinia sclerotiorum mycoreovirus 4,Sclerotinia sclerotiorum mycoreovirus 4 (1 Strain - 24 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Avian orthoreovirus,Avian orthoreovirus (1297 Strains - 1365 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Baboon orthoreovirus,Baboon orthoreovirus (21 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Bat orthoreovirus T3/Bat/Germany/324/08,Bat orthoreovirus T3/Bat/Germany/324/08 (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Bat orthoreovirus ZFB14-130,Bat orthoreovirus ZFB14-130 (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Broome orthoreovirus,Broome orthoreovirus (3 Strains - 3 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Cataraqui virus,Cataraqui virus (2 Strains - 18 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Chatham orthoreovirus,Chatham orthoreovirus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Corvid orthoreovirus,Corvid orthoreovirus (2 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Jiangxi12-B14 orthoreovirus,Jiangxi12-B14 orthoreovirus (1 Strain - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Kasama virus,Kasama virus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Mahlapitsi orthoreovirus,Mahlapitsi orthoreovirus (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Mahlapitsi virus,Mahlapitsi virus (2 Strains - 20 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Mammalian orthoreovirus,Mammalian orthoreovirus (534 Strains - 921 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Nelson Bay orthoreovirus,Nelson Bay orthoreovirus (35 Strains - 44 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Orthoreovirus Lopburi01,Orthoreovirus Lopburi01 (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Orthoreovirus Lopburi02,Orthoreovirus Lopburi02 (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Orthoreovirus sp.,Orthoreovirus sp. (2 Strains - 0 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Pacific black duck orthoreovirus,Pacific black duck orthoreovirus (1 Strain - 2 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Phocid orthoreovirus 1,Phocid orthoreovirus 1 (1 Strain - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Piscine orthoreovirus,Piscine orthoreovirus (574 Strains - 1477 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Piscine orthoreovirus 2,Piscine orthoreovirus 2 (10 Strains - 10 complete segments)
Virus,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Spinareovirinae,Orthoreovirus,Piscine orthoreovirus 3,Piscine orthoreovirus 3 (63 Strains - 48 complete segments)
